index,contest-tmp2m-14d__tmp2m
375734,28.072784377719604
375735,28.02325014300688
375736,27.979313461737462
375737,28.033325888437275
375738,27.995589526892193
375739,27.550489034683054
375740,27.451019486504165
375741,27.114602302911976
375742,27.207766198249217
375743,27.278473346343873
375744,27.317970706547882
375745,27.604523916144498
375746,27.571267395315033
375747,27.415107199603824
375748,27.052041198478253
375749,26.809250145924917
375750,26.427272858122087
375751,25.97095270252192
375752,25.70630792998486
375753,25.37342237246218
375754,25.499318333821883
375755,25.799813550740843
375756,25.394925387092943
375757,24.97428671645772
375758,24.516456774111603
375759,24.097650906213428
375760,23.774903011278184
375761,23.59119910074312
375762,23.195108256375384
375763,23.067914735522265
375764,23.031195027612235
375765,23.171586286551623
375766,23.392491159190136
375767,23.428027024970994
375768,23.58186761389911
375769,23.58335379098405
375770,23.285866226824346
375771,22.96815325828313
375772,23.16753967345973
375773,23.264742185874134
375774,23.18419624934804
375775,22.965577048362533
375776,22.95454053930233
375777,22.596686645393614
375778,22.806412526511686
375779,22.705954342954882
375780,22.468696527405697
375781,22.406269159136663
375782,22.196884821845423
375783,22.263908148636602
375784,22.056098970471908
375785,22.110015382852684
375786,21.80662507159114
375787,21.788538800388586
375788,21.170713237995425
375789,21.471261317794514
375790,20.999636294482173
375791,20.602539892452906
375792,20.161880154490422
375793,19.449396968061286
375794,18.982071120715023
375795,28.15114692884066
375796,28.082506265572842
375797,28.04420012904223
375798,28.163653257149114
375799,28.220954398458026
375800,27.669201292437542
375801,27.556962559779137
375802,27.04149370690019
375803,26.955426044171247
375804,27.10593178401072
375805,26.986451199559045
375806,27.28155300335189
375807,27.4014492332282
375808,27.407253797905756
375809,27.019583801187288
375810,26.777938047450434
375811,26.2877374407313
375812,25.911056772452035
375813,25.78256038255309
375814,25.46150602999083
375815,25.82136207495524
375816,26.03536004539235
375817,25.310743398629157
375818,25.082494880157313
375819,24.652022699748997
375820,24.22753106878802
375821,23.896065192707137
375822,23.594233984667014
375823,23.5646482036373
375824,23.125719273102522
