index,contest-tmp2m-14d__tmp2m
375734,28.66376402468455
375735,28.776184466253763
375736,28.62842968358055
375737,28.678396938849474
375738,28.907549763965534
375739,29.014930768935194
375740,28.863186121812074
375741,28.452550321974353
375742,28.423863397360176
375743,28.621926479558784
375744,28.510595761402886
375745,28.883172964908063
375746,28.767064037156654
375747,28.46262589721043
375748,28.099071853428907
375749,27.955624863252364
375750,27.55238551738936
375751,27.441100049339415
375752,27.211632614107266
375753,26.975645595179053
375754,26.801946034822947
375755,26.707176234688113
375756,26.781979208650164
375757,26.516468879670178
375758,26.164428359989053
375759,25.349904474341987
375760,25.201496294440112
375761,25.589187148097523
375762,25.326394401911127
375763,25.061673437046515
375764,25.15183947078995
375765,25.156168295314522
375766,25.40772167424911
375767,25.314633069412196
375768,25.304812348386115
375769,25.327837084979954
375770,24.932919692511483
375771,24.61014423471677
375772,24.624076537100827
375773,24.86230269197358
375774,24.915424511115738
375775,24.720850189760732
375776,24.88981094718296
375777,24.5407935338873
375778,24.200451790892025
375779,24.023722071736444
375780,23.837344005551657
375781,23.67695427901937
375782,23.436218183599983
375783,23.019802671703957
375784,22.911942166237928
375785,22.92618725068938
375786,23.002271396613914
375787,22.573745218208995
375788,21.859999051822275
375789,21.863258437599978
375790,21.36593810789663
375791,20.728620840636058
375792,20.811564679996422
375793,20.18977120366173
375794,19.206509378267018
375795,29.22604744449744
375796,29.207205282502787
375797,29.073443827455126
375798,29.039753485079462
375799,29.19224191589342
375800,28.956870061161236
375801,28.795919618760855
375802,28.363728918474674
375803,28.224420584362733
375804,28.400907916674296
375805,28.510253770199256
375806,28.89559394522474
375807,29.04788006819599
375808,28.868565254195648
375809,28.422221838773773
375810,28.259844061422562
375811,27.829759320271705
375812,27.723810295332054
375813,27.37274851724152
375814,26.98258786572424
375815,26.799853838179843
375816,27.063240685397908
375817,27.129750833664744
375818,26.902654232738925
375819,26.3505187932683
375820,26.00908454583763
375821,25.596243423129554
375822,25.525862006921486
375823,25.432530640333088
375824,25.279533562968503
375825,25.016907653252794
375826,24.993127322234393
375827,25.188622912918493
375828,25.11546879951409
375829,25.134578958605204
375830,25.196005962812347
375831,25.05723886868065
375832,24.728497312747482
375833,24.813860493124142
375834,24.991370034779436
375835,25.033717573420432
375836,24.73807664584133
375837,24.872813290898183
375838,24.581259918568257
375839,24.220866518642076
375840,24.05267198127615
375841,23.97760252436383
375842,23.76541139117346
375843,23.50855590999204
375844,23.368098338761463
375845,23.39001275250294
375846,23.43058970444162
375847,23.118419645581497
375848,22.62713998300274
375849,22.275042296993718
375850,22.28983157632525
375851,21.57802459742353
375852,21.161643653024026
375853,21.206085145639534
375854,21.07113893193283
375855,19.899428315881924
375856,29.17465802152771
375857,29.04470726825269
375858,28.949625687108213
375859,28.894858551431636
375860,29.077633904845435
375861,28.95142825742359
375862,28.750065546914012
375863,28.417201580166434
375864,28.20170287635492
375865,28.386468558174993
375866,28.42160838541048
375867,28.832572984653975
375868,28.57116493623218
375869,28.27170449932093
375870,27.909382619116624
375871,27.799952229688778
375872,27.47971988592451
375873,27.364515430917972
375874,27.17141762137347
375875,26.97465063085985
375876,26.85115431694343
375877,26.72401232327235
375878,26.68794613972156
375879,26.48584719719147
375880,25.96426436367085
375881,25.412535771844347
375882,25.464194493627886
375883,25.301905669075367
375884,25.298263218617883
375885,25.182854058579217
375886,25.23476875652308
375887,25.19467589481323
375888,25.365041297924577
375889,25.47322214982661
375890,25.39878741490815
375891,25.439018570443878
375892,25.314669294389347
375893,24.8562263249341
375894,25.14280962936632
375895,25.349095478413
375896,25.39570443643253
375897,25.220662770249128
375898,25.347269993878324
375899,24.997165462337883
375900,24.654622483801443
375901,24.582418076567382
375902,24.401625217361854
375903,24.096009901015336
375904,23.8542124321158
375905,23.541162316498294
375906,23.34569592486505
375907,23.389369553751152
375908,22.889569408705995
375909,22.44376525972884
375910,21.913088482718987
375911,21.770708278528605
375912,21.26386311227089
375913,20.815261699310014
375914,20.327506815339675
375915,19.77475278682704
375916,18.78489309576868
375917,28.824633104737345
375918,28.765254107095974
375919,28.662726705803845
375920,28.618163953230543
375921,28.673828204141028
375922,28.461896958596732
375923,28.32538257207323
375924,28.000044493596242
375925,27.8819911610182
375926,28.023823876717543
375927,28.120643169896315
375928,28.541901634919896
375929,28.391305665203692
375930,28.210722238763882
375931,27.84337670573784
375932,27.705463146023284
375933,27.397341437470352
375934,27.16741021596458
375935,26.72172468568609
375936,26.531951907454385
375937,26.469701446425844
375938,26.3795977150197
375939,26.445905916552
375940,26.33456498345023
375941,25.777454088606053
375942,24.993614901527405
375943,25.022031164528386
375944,24.95019621516724
375945,24.906687596596765
375946,24.64469539610151
375947,24.696846394846432
375948,24.702301057754347
375949,24.874150136641248
375950,24.869989973308734
375951,24.95480519581385
375952,25.00745456312572
375953,24.747390591848166
375954,24.417243840784543
375955,24.482971913712298
375956,24.784681976415584
375957,24.787236049965024
