index,contest-tmp2m-14d__tmp2m
375734,28.678848834633577
375735,28.57449009608992
375736,28.32815856595505
375737,28.394498589957013
375738,28.60858558945926
375739,28.988973574085044
375740,28.822199703431163
375741,28.61537634665463
375742,28.41564592611846
375743,28.669202227235562
375744,28.633821974256662
375745,28.7956635888844
375746,28.876339049741382
375747,28.59591375085337
375748,28.11890458679288
375749,27.893396469133755
375750,27.37544291722357
375751,27.269704789757938
375752,26.938088918863805
375753,26.769926816971488
375754,26.83658715674203
375755,27.26510069582317
375756,26.69024138681853
375757,26.610892200714517
375758,26.123945498251317
375759,25.495947981631502
375760,25.427469896428217
375761,25.49418076942022
375762,25.404521101537533
375763,25.15689448775219
375764,25.217046537098156
375765,25.346066527662263
375766,25.509157004972373
375767,25.691202859274547
375768,25.611513397882902
375769,25.394830912673726
375770,24.74379784331967
375771,24.424101258426035
375772,24.57247086987002
375773,24.72697422323436
375774,24.77614329610506
375775,24.90556678035624
375776,24.60059227828249
375777,24.296814463608705
375778,24.076440205009597
375779,24.034730700882918
375780,23.653726845795646
375781,23.63403886158609
375782,23.606059550862234
375783,23.036136180585693
375784,22.836379494329307
375785,22.84652028657053
375786,22.711867219735787
375787,22.439792032792862
375788,22.07629518595695
375789,22.064265465938423
375790,21.540372180956865
375791,21.16266335384878
375792,20.79980497508315
375793,20.70219547855244
375794,19.854223612023368
375795,29.137666600940175
375796,29.04507324413767
375797,28.86089302088877
375798,28.82662069649374
375799,29.036147787705346
375800,28.756602823778714
375801,28.47078598010717
375802,28.28959295846182
375803,27.965250754736445
375804,28.0591749579464
375805,28.051259893082566
375806,28.249740045029018
375807,28.395881784336723
375808,28.37120168119271
375809,27.880672597788784
375810,27.583235591958484
375811,27.22551697511206
375812,26.954147699349846
375813,26.527638132724142
375814,26.432533131419007
375815,26.417373712359804
375816,26.80661598320381
375817,26.78873833817839
375818,26.537401304513274
375819,25.914847111729806
375820,25.638055066732868
375821,25.217274916392917
375822,25.015568406566302
375823,25.145276522013695
375824,25.276174102223507
375825,24.867031958516343
375826,24.953920415439956
375827,25.090766415329526
375828,25.26774024878064
375829,25.279055622983694
375830,25.023189062079325
375831,24.904715972979012
375832,24.652979742552724
375833,24.77586860080093
375834,24.838048194287644
375835,25.02349227831285
375836,25.006050523974615
375837,24.731940398592382
375838,24.466846446488603
375839,24.162410397555156
375840,24.157348155182675
375841,23.829207984049283
375842,23.56356128405678
375843,23.71750302547629
375844,23.358893805007934
375845,23.373181404500997
375846,23.36728539624172
375847,22.973500466795617
375848,22.80006437322736
375849,22.671987386610688
375850,22.621216433286243
375851,21.82899680037726
375852,21.63399110182013
375853,21.59086027970185
375854,21.42495765757631
375855,20.397248042010688
375856,29.104032263436594
375857,28.93907264248617
375858,28.675203233339566
375859,28.794875109647645
375860,28.896948911235008
375861,28.90252338819482
375862,28.688095238245516
375863,28.536596471154546
375864,28.280740290952043
375865,28.42514170642733
375866,28.45731428233792
375867,28.571574616082636
375868,28.386838716976637
375869,28.24398034708365
375870,27.93662842384157
375871,27.653103460978045
375872,27.339534170886047
375873,27.138659183959547
375874,26.738203103332005
375875,26.73903808574812
375876,26.772178051638857
375877,27.10568949111357
375878,26.75062606447996
375879,26.386113659016786
375880,25.63470076312529
375881,25.170006374505824
375882,25.095196743864626
375883,24.97432961547358
375884,25.049240605618635
375885,25.07443183324815
375886,25.222618830402833
375887,25.285648071947715
375888,25.365997002487838
