index,contest-tmp2m-14d__tmp2m
375734,28.726568211016716
375735,28.71582357703108
375736,28.621579249795747
375737,28.773801132558013
375738,28.98576743329949
375739,28.860715035853787
375740,28.651247049734025
375741,28.312140428636717
375742,28.166676711655416
375743,28.37917112203401
375744,28.468614658977547
375745,28.676708563633227
375746,28.495509847184348
375747,28.234259422149325
375748,27.894483057701294
375749,27.74878993922148
375750,27.413119070091625
375751,27.083826209399362
375752,26.72878108523955
375753,26.351433519219334
375754,26.545426831088346
375755,26.55142097503682
375756,26.004694006440516
375757,25.83649577605524
375758,25.38945726278376
375759,24.980387708572838
375760,24.895195787686177
375761,25.025962244146136
375762,24.80583504371348
375763,24.64323882546791
375764,24.705090192402754
375765,24.959676998515082
375766,25.198981019041483
375767,25.511112502441446
375768,25.507143864376907
375769,25.544772558168866
375770,24.86655021932619
375771,24.600367903326074
375772,24.626029677543713
375773,24.889515546463787
375774,25.109179415487606
375775,25.026011394546984
375776,24.70967306728507
375777,24.40604790136063
375778,24.193316837321927
375779,23.96701111355992
375780,23.50013051402358
375781,23.37521674843662
375782,23.092352659890736
375783,22.68642434374867
375784,22.308948486896554
375785,22.14605442675589
375786,22.34866815032155
375787,21.76932142836244
375788,21.369638791467985
375789,21.71910253800524
375790,20.87398867959368
375791,20.15669151540455
375792,20.19465237898349
375793,19.792856116319967
375794,19.439421533861477
375795,28.826007496805236
375796,28.73224857078277
375797,28.75801503171084
375798,28.815561259854334
375799,28.81595289284626
375800,28.582564146010263
375801,28.37607915595211
375802,28.084551294783243
375803,27.71908726591021
375804,27.889179467395177
375805,28.050404292528768
375806,28.216194119214208
375807,28.21007739192043
375808,28.08393526294016
375809,27.7136518983407
375810,27.611419701864143
375811,27.276735878252666
375812,27.096447216604084
375813,26.772321320635896
375814,26.51566832760347
375815,26.830734398706625
375816,27.02684156569766
375817,26.3247339689032
375818,26.164970529346167
375819,25.735105018424136
375820,25.34608575589011
375821,25.05892866920169
375822,24.950524084587162
375823,25.239422140941418
375824,24.91225366072576
375825,24.960277206565074
375826,25.166817718174602
375827,25.42361656041882
375828,25.426852054770954
375829,25.62646613963448
375830,25.640959526327897
375831,25.296782401774692
375832,24.95916147645314
375833,24.98051455765679
375834,25.20350183229035
375835,25.36339939694367
375836,25.270706573338664
375837,25.018913122404513
375838,24.70108992880546
375839,24.50413547403286
375840,24.274970112575105
375841,23.75410037733389
375842,23.53806473743411
375843,23.292420135356625
375844,22.62864997198909
375845,22.569018064506324
375846,22.597700056310032
375847,22.50064663490446
375848,22.12789222543408
375849,22.13667057797172
375850,22.089376962198898
375851,21.196257119226825
375852,20.816117084880734
375853,20.873187736365907
375854,20.963461131847193
375855,20.109410313075323
375856,29.02729410265247
375857,28.96461946594233
375858,28.795392789218262
375859,28.945522710550463
375860,28.997246178928744
375861,28.832791986675666
375862,28.658099134086196
375863,28.348126733685792
375864,27.970505921080715
375865,28.167809205900653
375866,28.418232979691197
375867,28.644351753013083
375868,28.245284344739257
375869,28.07229587708343
375870,27.649866341720227
375871,27.564710828067845
375872,27.39518649485288
375873,27.24350068911081
375874,26.619732335022746
375875,26.274472959193083
375876,26.366685408838478
375877,26.636870518877146
375878,26.252212238817517
375879,26.113290321165938
375880,25.3199983913605
375881,25.115787480399394
375882,25.393456270332855
375883,25.069984242915154
375884,25.118401048172572
375885,25.040881783648537
375886,25.193789549516374
375887,25.3624128261187
375888,25.545535042560395
375889,25.739004403313366
375890,25.879534642870222
375891,25.858070788864044
375892,25.193735153166912
375893,24.841368092348553
375894,25.14639450167573
375895,25.29680132744046
375896,25.531373599338544
375897,25.472556332267395
375898,25.10043423031513
375899,24.731171717841264
375900,24.544023238081714
375901,24.336984051428296
375902,23.98329732342799
375903,23.847136948543863
375904,23.458657340160194
375905,23.243121065734677
375906,22.722102272496222
375907,22.570779530970256
375908,22.358442160019678
375909,22.08117218362132
375910,21.4725416677378
375911,21.258800366646618
375912,20.504480220493193
375913,20.056924701118064
375914,19.6891113526021
375915,19.903325458565828
375916,19.24876208764843
375917,28.775074063795998
375918,28.705582141580354
375919,28.615317321152336
375920,28.728145878076834
375921,28.773328734697234
375922,28.318709933784298
375923,28.052841725595883
375924,27.84739290920327
375925,27.437824263198436
375926,27.597351023303297
375927,27.83536990152284
375928,28.032555584203955
375929,27.769401497530694
375930,27.689313275302684
375931,27.272081922042645
375932,27.086892288732024
375933,26.843712611572325
375934,26.484610730968214
375935,26.06026837000849
375936,25.98549028509149
375937,25.938708414613266
375938,26.327847909507394
375939,25.929440781465708
375940,25.774598657739084
375941,25.00945719265016
375942,24.791998369393035
375943,24.75514301476384
375944,24.53241016217024
375945,24.5931756759774
375946,24.429628796881417
375947,24.6728320499358
375948,24.836916817677945
375949,25.00017150407712
375950,25.153863098324408
375951,25.316604626342432
375952,25.338250823216576
375953,25.025161580052846
375954,24.74236111613496
375955,24.89206724115051
375956,25.055762156977295
375957,25.256372770325022
375958,25.122301443972404
375959,24.699953606958424
375960,24.370888005802065
375961,24.211336724436666
375962,23.999850110130023
375963,23.518330533124384
375964,23.199872185291007
375965,23.00506641503813
375966,22.530162447433277
375967,22.34401284866478
375968,22.287062395346023
375969,21.81611879488829
375970,21.819163053167763
375971,21.164977667381187
375972,20.969832720127027
375973,20.262968351495154
375974,19.715268343710914
375975,19.662474399471506
375976,19.792030976620282
375977,19.24255936640501
375978,28.338825210639943
375979,28.433854739607753
375980,28.30688522979975
375981,28.51508339514445
375982,28.472555721161736
375983,27.97537157912166
375984,27.788650388447188
375985,27.31573606161433
375986,27.053952351960696
375987,27.120749619364652
375988,27.180035202554638
375989,27.517647482271116
375990,27.535436912071688
375991,27.287679559671105
375992,26.890661675130424
375993,26.71732389202107
375994,26.500609891570925
375995,26.083213551511754
375996,25.71071385654392
375997,25.441602148134187
375998,25.701275045433697
375999,25.79960628970185
376000,25.64455273064995
376001,25.60050600235637
376002,25.181546808037616
376003,24.659314762286616
376004,24.45229076019752
376005,24.4351397650675
376006,24.361867472661352
376007,23.922951423274988
376008,24.09507791769492
376009,24.375947984713996
376010,24.694173213310584
376011,24.779073922569154
376012,25.048665122571844
376013,25.03931195765476
376014,24.691964802348814
376015,24.516509392127794
376016,24.67536219186389
376017,24.748640333767646
376018,24.903556173216188
376019,24.54310768389734
376020,24.118224013494725
376021,23.73600470803966
376022,23.578381821357382
376023,23.489787060166577
376024,23.00775173223773
376025,22.719128798574843
376026,22.496240990564004
376027,22.11377373162766
376028,22.078817535026744
376029,21.988303468577826
376030,21.952873914536823
376031,21.77752061353585
376032,21.085214953685142
376033,21.09445265870511
376034,20.29678632096833
376035,19.97743588600226
376036,20.163835105200203
376037,20.160675245360288
376038,20.081305502377756
376039,29.125063937882526
376040,29.021215185111295
376041,28.915494454336486
376042,28.960402048824662
376043,28.94248480224739
376044,28.908633082620224
376045,28.696161659046094
376046,28.570931869787344
376047,28.175805318428086
376048,28.306025810847665
376049,28.552554197727723
376050,28.6329421045551
376051,28.4170539679469
376052,28.12687956180776
376053,28.00999933432532
376054,27.847353021095913
376055,27.739935129958184
376056,27.351813236910594
376057,26.928427680176057
376058,26.531686150310236
376059,26.6331892072664
376060,26.475813401988475
