index,contest-tmp2m-14d__tmp2m
375734,28.576475526775084
375735,28.519168159797825
375736,28.407776682809544
375737,28.710291486953633
375738,28.84853068943418
375739,28.774136163628967
375740,28.69258926603734
375741,28.619344346980746
375742,27.997063457159676
375743,28.136330018549856
375744,28.205910119795025
375745,28.407193662752203
375746,28.259478748679882
375747,27.835213637945003
375748,27.58099950847047
375749,27.477364942766442
375750,27.2540830289567
375751,27.0974356547555
375752,26.635616799092098
375753,26.24240208984495
375754,26.436471285917698
375755,26.77589365821572
375756,25.8601938467269
375757,25.91737248219188
375758,25.62727738129381
375759,25.131645361148617
375760,24.842242844665048
375761,24.796477553776768
375762,24.92956664016277
375763,24.76033180483437
375764,24.739729213523862
375765,25.01402179598103
375766,25.3494785553911
375767,25.397254976497965
375768,25.3983132688966
375769,25.422984096328832
375770,24.955447891717725
375771,24.396377912165725
375772,24.488490069759656
375773,24.787887078536393
375774,25.09067839981467
375775,25.132054438373444
375776,24.860225035797157
375777,24.46063909310864
375778,23.963016492411253
375779,23.80336969119825
375780,23.566571815953132
375781,23.409490658692103
375782,22.958349445667547
375783,22.53776640408366
375784,22.515937928238333
375785,22.804912976511147
375786,22.694619284704658
375787,22.063375843155132
375788,22.052603842529138
375789,22.267567426774207
375790,21.45797673588772
375791,20.934131864045213
375792,20.868780520687714
375793,20.031439918384095
375794,19.50797825140708
375795,28.76035712081291
375796,28.63650831114289
375797,28.65657858402063
375798,28.848269950466065
375799,28.96978910099666
375800,28.557828547553353
375801,28.532284214980663
375802,28.273484387001236
375803,27.673576860526644
375804,27.801521325372242
375805,27.971980431244848
375806,28.099480200878062
375807,28.041492335799408
375808,27.772681897898423
375809,27.513449463396768
375810,27.401378156092765
375811,27.355992808559854
375812,27.049543045351456
375813,26.642560159546363
375814,26.210535364116215
375815,26.612972728327726
375816,26.97195104763088
375817,26.47277893620181
375818,26.19060933103605
375819,25.805904947215428
375820,25.585824972615953
375821,25.32359839284165
375822,24.986598625417116
375823,25.037161635807834
375824,25.11021593061322
375825,25.066043863483422
375826,25.236832093011795
375827,25.616742164316666
375828,25.51089822449696
375829,25.657241982037284
375830,25.753556405847377
375831,25.617469925623972
375832,25.029859943582185
375833,25.05339531742642
375834,25.35599989711721
375835,25.678913951221546
375836,25.589708217261553
375837,25.319721314688657
375838,24.960459492916463
375839,24.42336070269673
375840,24.289620678911767
375841,23.937086620595146
375842,23.530882191391367
375843,23.263629386284116
375844,22.565852849037853
375845,22.83341664081057
375846,23.017135825008204
375847,22.778006344298575
375848,22.318543845598356
375849,22.428625186567963
375850,22.277952416011946
375851,21.423586192402666
375852,21.016129756127256
375853,20.811019836008818
375854,20.84505545496119
375855,20.025684315764636
375856,28.884870834861534
375857,28.703278959400762
375858,28.58673516442034
375859,28.646768698649428
375860,28.77526374675443
375861,28.674907927650413
375862,28.645749370917617
375863,28.440786190649106
375864,27.849398128439333
375865,28.010717887730998
375866,28.11161796982485
375867,28.31510204459518
375868,27.92623666766158
375869,27.462795503586356
375870,27.31157854554853
375871,27.146082228982337
375872,27.10908629270227
375873,26.928193536370205
375874,26.36300829017466
375875,26.25067373208394
375876,26.539058649676235
375877,26.82999923661691
375878,26.27169428851829
375879,26.126871634327287
375880,25.452208732820615
375881,25.046018180345758
375882,25.007265545407584
