index,contest-tmp2m-14d__tmp2m
375734,28.652586995972158
375735,28.66261185763808
375736,28.509711080958514
375737,28.66696709581948
375738,28.945143072369657
375739,29.037483213017
375740,28.946331393622053
375741,28.223797102869717
375742,27.665289348509916
375743,27.99370652984959
375744,28.063234250468373
375745,28.404160992823304
375746,28.34010817384408
375747,27.953198368502825
375748,27.709811147125663
375749,27.53905676712546
375750,27.35198166499425
375751,27.106135684800144
375752,26.905019870922196
375753,26.51156226751064
375754,26.742656762950972
375755,26.63588904188405
375756,26.49779288930683
375757,26.161352156916323
375758,25.42399417804613
375759,25.089032501909482
375760,24.703288973006813
375761,24.80091192565734
375762,24.54653898544129
375763,24.725293787157945
375764,24.771962506120765
375765,24.870820998645577
375766,24.751303412309923
375767,24.83973454734558
375768,24.98112662380894
375769,25.05556425200421
375770,24.517484560089855
375771,24.312042559432307
375772,24.306840296424845
375773,24.615925197186353
375774,24.87950101192567
375775,24.758599415012114
375776,24.414781961058637
375777,23.98762445021968
375778,23.786643847091756
375779,23.615827948993253
375780,23.330417841863785
375781,23.452167868500865
375782,23.016329878377412
375783,22.765099168147273
375784,22.740945750314374
375785,22.563938647962935
375786,22.655871058401257
375787,22.40760516534487
375788,21.801743256513337
375789,21.875514035413413
375790,20.737446228945657
375791,20.528322322760612
375792,20.304207885791556
375793,20.389629571046854
375794,19.623641394082824
375795,29.049726969041256
375796,29.00839716748568
375797,28.851869036596877
375798,28.99902284332826
375799,29.220009117836337
375800,29.124432743900194
375801,28.926825019940544
375802,28.250814321193598
375803,27.64319274473489
375804,27.95709511263459
375805,28.05831798652136
375806,28.372756293221155
375807,28.41356255646286
375808,28.08088867605911
375809,27.889687874382933
375810,27.72337000507724
375811,27.512234384429235
375812,27.178927131222636
375813,26.92622520232007
375814,26.4287630221531
375815,26.735520004760772
375816,26.87906580337841
375817,26.65649148219007
375818,26.374166079641164
375819,25.76151448425266
375820,25.396862358448423
375821,24.703602355970915
375822,24.71078411076332
375823,24.64979005011853
375824,24.689322178132265
375825,24.59764263063171
375826,24.68944621482134
375827,24.62296490001173
375828,24.68688504364942
375829,24.772315364586248
375830,24.877328643426928
375831,24.640263226990577
375832,24.558292400116724
375833,24.43471050727711
375834,24.744273886985688
375835,24.956285599378212
375836,24.78189519823127
375837,24.56729280400778
375838,24.18166664942414
375839,23.948168792904504
375840,23.747127508611804
375841,23.403113800449518
375842,23.329297088201056
375843,23.096648177295883
375844,22.818100005114694
375845,22.893431893785014
375846,22.823817660250903
375847,22.716735718322134
375848,22.79015373446357
375849,22.245984767593363
375850,22.38469820249744
375851,21.144459073915407
375852,21.10595642724552
375853,21.10386515626882
375854,20.9977658680833
375855,20.383719017631616
375856,28.886214887263748
375857,28.743629575715275
375858,28.67007028796952
375859,28.771722257132563
375860,28.91415314594177
375861,29.065485613503522
375862,28.90764316963078
375863,28.37724723045466
375864,27.582052006680303
375865,27.845839527036823
375866,28.06625254736924
375867,28.340177768171035
375868,28.053512560577843
375869,27.940229370758573
375870,27.674244593080424
375871,27.44601615222251
375872,27.280957157840234
375873,27.03354043940851
375874,26.725650844176286
375875,26.337563138822603
375876,26.383709202377
375877,26.375243207409696
375878,26.257886506010294
375879,25.8603818869953
375880,25.37136475097412
375881,25.091274041682393
375882,24.79095838852335
375883,24.711897581466957
375884,24.751971627590176
375885,24.7680806347704
375886,24.903807487049296
375887,24.94747137410778
375888,24.982872171583793
375889,24.903751977468268
375890,24.991613564776223
375891,25.06486270945304
375892,24.759956781756877
375893,24.467078815446243
375894,24.75488359111862
375895,25.0121050544117
375896,25.279965072357044
375897,25.104896428005063
375898,24.73824891750094
375899,24.415926141945373
375900,24.229560081620022
375901,24.159441937526218
375902,23.937226325027822
375903,23.969705877658242
375904,23.767841631650857
375905,23.397095100553067
375906,23.0618756125701
375907,22.822952317620867
375908,22.328100171290096
375909,22.078774339464683
375910,21.990563500259533
375911,21.699393046992718
375912,20.51857466173476
375913,20.088119102690158
375914,19.863704077319646
375915,19.731078033216804
375916,18.819345850435933
375917,28.578765151477814
375918,28.63601156723902
375919,28.604488110462988
375920,28.713829473741757
375921,28.9099155513115
375922,28.80789025962151
375923,28.581635424402805
375924,27.790414236444306
375925,27.133948353274704
375926,27.383482226010795
375927,27.602370397265492
375928,27.88342905041431
375929,27.546599578025116
375930,27.536491251589126
375931,27.391005802609495
375932,27.178951247343612
375933,26.856739201463192
375934,26.771817549952637
375935,26.42585974913198
375936,26.15081640132593
375937,25.903330306874068
375938,26.057697082990906
375939,26.016444573365234
375940,25.67848470356199
375941,25.030997809101997
375942,24.78862837857868
375943,24.35897078574987
375944,24.154534180909717
375945,24.332137974935797
375946,24.17277032017751
375947,24.320430204208947
375948,24.37644742743149
375949,24.335858303353213
375950,24.376572144313776
375951,24.433710546626042
375952,24.651362524884632
375953,24.35267050457267
375954,24.209943376035582
375955,24.241445504626597
375956,24.57113542393831
375957,24.78408029026172
375958,24.603513004902837
375959,24.219333825943615
375960,23.930666784017873
375961,23.792982688728976
375962,23.70880832086894
375963,23.37461029335784
375964,23.2136807905463
375965,22.931602657976867
375966,22.76786121796789
375967,22.711862557276625
375968,22.241774596535173
375969,21.97544372421489
375970,21.70823617985058
375971,21.382922608685558
375972,21.346916830678126
375973,20.413437068355435
375974,19.887249504599552
375975,19.90212068680792
375976,19.693318813147727
375977,19.1476165806381
375978,28.525573182548126
375979,28.557618035091792
375980,28.54937037864881
375981,28.601936378596925
375982,28.729060101236755
375983,28.643453341586046
375984,28.409030782525875
375985,27.488614221093115
375986,26.895697018574083
375987,27.148464890821046
375988,27.205487862694255
375989,27.54064088871015
375990,27.53672958686893
375991,27.194811495639033
375992,26.94951040991547
375993,26.740476457438078
375994,26.458263985639604
375995,26.138368166407183
375996,25.80769100053955
375997,25.56204360026423
375998,25.687838807453367
375999,25.833085557623043
376000,25.771756602129607
376001,25.541326320735607
376002,25.029004539687158
376003,24.580127733271276
376004,24.06644993550139
376005,24.085359681400078
376006,24.176262467012005
376007,23.829522990867837
376008,24.125468595482307
376009,24.202206392469783
376010,24.197305595455994
376011,24.227095411210684
376012,24.276024890038805
376013,24.449414395960627
376014,24.26314560636594
376015,24.2343918128356
376016,24.233199102515243
376017,24.470331349124383
376018,24.671691726126525
376019,24.388371673269067
376020,23.92155305397118
376021,23.691885422279558
376022,23.454020616240513
376023,23.26403164435941
376024,23.021050282238498
376025,22.749948539935062
376026,22.511849550074494
376027,22.302655587325702
376028,22.056733073362928
376029,22.163336953166827
376030,22.26734588084461
376031,21.858781682129827
376032,21.55422414431882
376033,21.300786397091077
376034,20.33596203100421
376035,20.32909716360149
376036,20.456392590369596
376037,20.40805822566668
376038,19.98320310234518
376039,28.854569769112334
376040,28.733049854093757
376041,28.764739223103543
376042,28.86352914257687
376043,28.850251084970573
376044,29.167465120185838
376045,29.05713096183783
376046,28.53967921535295
376047,27.839282835748037
376048,28.03962712057209
376049,28.150148566004106
376050,28.333464088813802
376051,28.132233452618316
376052,28.00405718317579
376053,28.021635866332474
376054,27.687896420788213
376055,27.48610398410556
376056,27.32451362836655
376057,27.040268282259433
376058,26.493197512039714
376059,26.704748661201407
376060,26.39557111615195
376061,26.218712084568317
376062,26.115765488074913
376063,25.73890546453773
376064,25.35333701669493
376065,24.835010131052087
376066,25.08469429266323
376067,25.115593296796753
376068,24.99383952056629
376069,24.936323790056
376070,25.07873857972954
376071,25.10610547491877
376072,25.044973367177864
376073,25.11890187948818
376074,25.255411713393617
376075,24.85003440900987
376076,24.786427942572487
376077,24.88924311054231
376078,25.145496146889194
376079,25.358108817614006
376080,25.07869381089717
376081,24.786346378256397
376082,24.463042326451603
376083,24.533420268416112
376084,24.53083716460899
376085,24.331608934592786
376086,24.42563581815491
376087,24.16246719645349
376088,23.769756983600153
376089,23.11443579202808
376090,22.82071441606196
376091,22.526336525114694
376092,22.619830413498725
376093,22.07952765874401
376094,21.59235530932955
376095,20.536823893908576
376096,20.026830689821075
376097,19.8230776976521
376098,19.56775980120762
376099,18.893778846905157
376100,28.7598664971148
376101,28.62541436878487
376102,28.598999120946395
376103,28.726139276700252
376104,28.79822142341806
376105,28.968666796968055
376106,28.86321937024511
376107,28.294859431432613
376108,27.41056232920771
376109,27.691699970104942
376110,27.88327927464489
376111,28.18227036113403
376112,27.991366787204534
376113,27.80763854809007
376114,27.59074807129975
376115,27.436340173263677
376116,27.117042848419874
376117,26.8882345254728
376118,26.724008830237427
376119,26.275395432764608
376120,26.187735140507193
376121,26.207687923221954
376122,26.454420910523904
376123,26.180621720887338
376124,25.49959171784701
376125,25.022119865048868
376126,24.808119244527084
376127,24.72012445021894
376128,24.642676593191656
376129,24.698443564147922
376130,24.750426737408354
376131,24.881916187971292
376132,24.821930854217623
376133,24.798303127807948
376134,24.94336962199654
376135,25.124040699049445
376136,24.594197666424243
376137,24.49904365971436
376138,24.594237840191084
376139,24.90180499169974
376140,25.038862155753073
376141,24.942657400073497
376142,24.556658849386416
376143,24.22632056628491
376144,24.22557391369911
376145,24.12615188778748
376146,23.858157837041585
376147,23.814576849064203
376148,23.717467345094455
376149,23.222265877683554
376150,22.812199034731
376151,22.534097983086227
376152,22.283551393397524
376153,22.166938600774543
376154,21.673825474198186
376155,21.564142258838874
376156,20.288893543403404
376157,19.75934448602365
376158,19.473863633608982
376159,19.316117286572133
376160,18.511426338926302
376161,27.76527717397269
376162,27.735194611995944
376163,27.646867695966137
376164,27.768435425672443
376165,27.9565035646046
376166,28.27503312693327
376167,28.101422567274238
376168,27.47379374168428
376169,26.662993958880385
376170,27.030155862100123
376171,27.19155690217373
376172,27.52957886185439
376173,27.30839913942095
376174,27.010990589242013
376175,26.802778792841078
376176,26.713836641859913
376177,26.43594181882522
376178,26.29419419321575
376179,25.877893267602026
376180,25.462303066277727
376181,25.48759579069653
376182,25.70890315177966
376183,25.693070074114907
376184,25.390339738466764
376185,24.824820123787575
376186,24.108808733019544
376187,24.01779849169521
376188,23.772628459170992
376189,23.813130242147203
376190,23.676261568373334
376191,23.72530789055424
376192,23.903938817585328
376193,23.898803645377214
376194,23.86424698886444
376195,24.02080975898722
376196,24.172792254267097
376197,23.68021205491418
376198,23.675197915851403
376199,23.794969304779045
376200,23.975998854498528
376201,24.122173399970904
376202,24.11465612738894
376203,23.737461909922125
376204,23.45875600493906
376205,23.32674765963447
376206,23.279595617884134
376207,22.935831069453783
376208,22.92207433017721
376209,22.44851870095123
376210,21.814374551952255
376211,21.506590123916276
376212,21.423729372631602
376213,21.24986283051749
376214,21.175144457657098
376215,20.69858833119396
376216,20.496119620209296
376217,19.352691041948265
376218,19.00470430428176
376219,18.739533497599673
376220,18.65447320916176
376221,18.076636205075495
376222,27.881318001094662
376223,27.934726965722245
376224,27.8899243679514
376225,28.05512491529961
376226,28.095079098835754
376227,28.166839590685615
376228,28.01370453952868
376229,27.16967293376397
376230,26.657633542632524
376231,26.986558154832878
376232,26.957727668007927
376233,27.098962754878876
376234,27.167604469567294
376235,26.937154764369023
376236,26.768226947281242
376237,26.645832277135156
376238,26.346939265981536
376239,26.167579500240578
376240,25.73461610142278
376241,25.284438242001993
376242,25.130573591762083
376243,25.244084508253323
376244,25.238963587902703
376245,24.83637437968782
376246,24.395261547068152
376247,23.92159204493794
376248,23.408230606045784
376249,23.157031530563984
376250,23.153948362702668
376251,23.20980345550751
376252,23.104244557765742
376253,23.244540694492777
376254,23.262124966393806
376255,23.233082906662258
376256,23.46213817548468
376257,23.526222953042534
376258,23.254646407542907
376259,23.227397834061943
376260,23.21135058262631
376261,23.505928719989527
376262,23.560732937776173
376263,23.411850784520585
376264,23.03481346978522
376265,22.86647197519155
376266,22.68405960613753
376267,22.672732114083644
376268,22.339486685892048
376269,22.186783197442814
376270,21.979357220906934
376271,21.71730950465186
376272,21.268805636374008
376273,20.96225577560589
376274,21.25993014214319
376275,20.77222756444459
376276,20.67093221115547
376277,20.39711822734969
376278,19.463081361031133
376279,18.936782859057274
376280,19.312250731105358
376281,19.186475986574457
376282,18.518874333170174
376283,27.997340659546328
376284,27.963207426939253
376285,28.024122687071976
376286,28.13952504009894
